position,driver_number,meeting_key,session_key
3,81,1264,9951
4,44,1264,9951
5,63,1264,9951
6,30,1264,9951
7,1,1264,9951
8,5,1264,9951
9,12,1264,9951
10,10,1264,9951
11,14,1264,9951
12,23,1264,9951
13,6,1264,9951
14,43,1264,9951
15,87,1264,9951
16,18,1264,9951
17,31,1264,9951
18,22,1264,9951
19,55,1264,9951
20,27,1264,9951
1,81,1265,9930
2,1,1265,9930
3,4,1265,9930
4,16,1265,9930
5,31,1265,9930
6,55,1265,9930
7,87,1265,9930
8,10,1265,9930
9,6,1265,9930
10,5,1265,9930
11,30,1265,9930
12,22,1265,9930
13,63,1265,9930
14,14,1265,9930
15,18,1265,9930
16,23,1265,9930
17,27,1265,9930
18,44,1265,9930
19,12,1265,9930
20,43,1265,9930
1,4,1265,9935
2,81,1265,9935
3,16,1265,9935
4,1,1265,9935
5,23,1265,9935
6,63,1265,9935
7,22,1265,9935
8,6,1265,9935
9,30,1265,9935
10,5,1265,9935
11,31,1265,9935
12,87,1265,9935
13,10,1265,9935
14,27,1265,9935
15,43,1265,9935
16,18,1265,9935
17,55,1265,9935
18,44,1265,9935
19,12,1265,9935
20,14,1265,9935
1,16,1266,9924
2,81,1266,9924
3,4,1266,9924
4,63,1266,9924
5,14,1266,9924
6,18,1266,9924
7,5,1266,9924
8,1,1266,9924
9,30,1266,9924
10,6,1266,9924
11,87,1266,9924
12,44,1266,9924
13,55,1266,9924
14,43,1266,9924
15,12,1266,9924
16,22,1266,9924
17,10,1266,9924
18,31,1266,9924
19,27,1266,9924
20,23,1266,9924
1,81,1267,9916
2,4,1267,9916
3,1,1267,9916
4,6,1267,9916
5,63,1267,9916
6,16,1267,9916
7,44,1267,9916
8,30,1267,9916
9,55,1267,9916
10,14,1267,9916
11,12,1267,9916
12,22,1267,9916
13,5,1267,9916
14,10,1267,9916
15,23,1267,9916
16,43,1267,9916
17,27,1267,9916
18,31,1267,9916
19,87,1267,9916
20,18,1267,9916
1,1,1268,9908
2,4,1268,9908
3,81,1268,9908
4,16,1268,9908
5,63,1268,9908
6,12,1268,9908
7,5,1268,9908
8,14,1268,9908
9,22,1268,9908
10,44,1268,9908
11,87,1268,9908
12,27,1268,9908
13,55,1268,9908
14,23,1268,9908
15,31,1268,9908
16,6,1268,9908
17,18,1268,9908
18,43,1268,9908
19,10,1268,9908
20,30,1268,9908
1,1,1269,9900
2,55,1269,9900
3,30,1269,9900
4,12,1269,9900
5,63,1269,9900
6,22,1269,9900
7,4,1269,9900
8,6,1269,9900
9,81,1269,9900
10,16,1269,9900
11,14,1269,9900
12,44,1269,9900
13,5,1269,9900
14,18,1269,9900
15,87,1269,9900
16,43,1269,9900
17,27,1269,9900
18,10,1269,9900
19,23,1269,9900
20,31,1269,9900
1,63,1270,9892
2,1,1270,9892
3,81,1270,9892
4,12,1270,9892
5,4,1270,9892
6,44,1270,9892
7,16,1270,9892
8,6,1270,9892
9,87,1270,9892
10,14,1270,9892
11,27,1270,9892
12,30,1270,9892
13,22,1270,9892
14,5,1270,9892
15,18,1270,9892
16,43,1270,9892
17,31,1270,9892
18,10,1270,9892
19,55,1270,9892
20,23,1270,9892
1,1,1271,9879
2,4,1271,9879
3,81,1271,9879
4,27,1271,9879
5,63,1271,9879
6,14,1271,9879
7,55,1271,9879
8,44,1271,9879
9,23,1271,9879
10,16,1271,9879
11,12,1271,9879
12,6,1271,9879
13,10,1271,9879
14,18,1271,9879
15,30,1271,9879
16,87,1271,9879
17,43,1271,9879
18,22,1271,9879
19,31,1271,9879
20,5,1271,9879
1,1,1271,9884
2,4,1271,9884
3,16,1271,9884
4,63,1271,9884
5,44,1271,9884
6,81,1271,9884
7,12,1271,9884
8,87,1271,9884
9,55,1271,9884
10,14,1271,9884
11,27,1271,9884
12,30,1271,9884
13,22,1271,9884
14,10,1271,9884
15,43,1271,9884
16,5,1271,9884
17,31,1271,9884
18,23,1271,9884
19,18,1271,9884
20,6,1271,9884
1,4,1272,9873
2,16,1272,9873
3,44,1272,9873
4,63,1272,9873
5,1,1272,9873
6,12,1272,9873
7,81,1272,9873
8,6,1272,9873
9,87,1272,9873
10,22,1272,9873
11,31,1272,9873
12,55,1272,9873
13,27,1272,9873
14,14,1272,9873
15,30,1272,9873
16,5,1272,9873
17,23,1272,9873
18,10,1272,9873
19,18,1272,9873
20,43,1272,9873
1,4,1273,9865
2,12,1273,9865
3,16,1273,9865
4,81,1273,9865
5,6,1273,9865
6,63,1273,9865
7,30,1273,9865
8,87,1273,9865
9,10,1273,9865
10,27,1273,9865
11,14,1273,9865
12,23,1273,9865
13,44,1273,9865
14,18,1273,9865
15,55,1273,9865
16,1,1273,9865
17,31,1273,9865
18,43,1273,9865
19,22,1273,9865
20,5,1273,9865
1,4,1274,9854
2,1,1274,9854
3,55,1274,9854
4,63,1274,9854
5,81,1274,9854
6,30,1274,9854
7,14,1274,9854
8,6,1274,9854
9,16,1274,9854
10,10,1274,9854
11,27,1274,9854
12,18,1274,9854
13,31,1274,9854
14,87,1274,9854
15,43,1274,9854
16,23,1274,9854
17,12,1274,9854
18,5,1274,9854
19,44,1274,9854
20,22,1274,9854
1,81,1275,9841
2,63,1275,9841
3,4,1275,9841
4,14,1275,9841
5,22,1275,9841
6,1,1275,9841
7,12,1275,9841
8,55,1275,9841
9,16,1275,9841
10,23,1275,9841
11,6,1275,9841
12,87,1275,9841
13,5,1275,9841
14,27,1275,9841
15,31,1275,9841
16,30,1275,9841
17,18,1275,9841
18,44,1275,9841
19,10,1275,9841
20,43,1275,9841
1,81,1275,9846
2,4,1275,9846
3,1,1275,9846
4,63,1275,9846
5,12,1275,9846
6,6,1275,9846
7,55,1275,9846
8,14,1275,9846
9,10,1275,9846
10,16,1275,9846
11,27,1275,9846
12,30,1275,9846
13,87,1275,9846
14,23,1275,9846
15,22,1275,9846
16,31,1275,9846
17,44,1275,9846
18,18,1275,9846
19,5,1275,9846
20,43,1275,9846
1,1,1276,9835
2,4,1276,9835
3,81,1276,9835
4,63,1276,9835
5,16,1276,9835
6,14,1276,9835
7,5,1276,9835
8,31,1276,9835
9,6,1276,9835
10,22,1276,9835
11,87,1276,9835
12,55,1276,9835
13,30,1276,9835
14,12,1276,9835
15,18,1276,9835
16,44,1276,9835
17,23,1276,9835
18,27,1276,9835
19,10,1276,9835
20,43,1276,9835
1,1,1277,9943
2,81,1277,9943
3,4,1277,9943
4,63,1277,9943
5,44,1277,9943
6,16,1277,9943
7,14,1277,9943
8,10,1277,9943
9,55,1277,9943
10,12,1277,9943
11,22,1277,9943
12,6,1277,9943
13,23,1277,9943
14,31,1277,9943
15,30,1277,9943
16,5,1277,9943
17,18,1277,9943
18,87,1277,9943
19,27,1277,9943
20,43,1277,9943
1,63,1279,11230
2,12,1279,11230
3,6,1279,11230
4,16,1279,11230
5,81,1279,11230
6,1,1279,11230
7,44,1279,11230
8,30,1279,11230
9,41,1279,11230
10,5,1279,11230
11,27,1279,11230
12,87,1279,11230
13,31,1279,11230
14,10,1279,11230
15,23,1279,11230
16,43,1279,11230
17,14,1279,11230
18,11,1279,11230
19,77,1279,11230
20,3,1279,11230
21,55,1279,11230
22,18,1279,11230
1,63,1280,11236
2,12,1280,11236
3,1,1280,11236
4,44,1280,11236
5,81,1280,11236
6,16,1280,11236
7,10,1280,11236
8,3,1280,11236
9,87,1280,11236
10,6,1280,11236
11,27,1280,11236
12,31,1280,11236
13,30,1280,11236
14,5,1280,11236
15,41,1280,11236
16,43,1280,11236
17,55,1280,11236
18,14,1280,11236
19,18,1280,11236
20,77,1280,11236
21,11,1280,11236
22,23,1280,11236
1,12,1280,11241
2,63,1280,11241
3,44,1280,11241
4,16,1280,11241
5,81,1280,11241
6,1,1280,11241
7,10,1280,11241
8,3,1280,11241
9,6,1280,11241
10,87,1280,11241
11,27,1280,11241
12,43,1280,11241
13,31,1280,11241
14,30,1280,11241
15,41,1280,11241
16,5,1280,11241
17,55,1280,11241
18,14,1280,11241
19,77,1280,11241
20,18,1280,11241
21,11,1280,11241
22,23,1280,11241
1,12,1281,11249
2,63,1281,11249
3,81,1281,11249
4,16,1281,11249
5,1,1281,11249
6,44,1281,11249
7,10,1281,11249
8,6,1281,11249
9,5,1281,11249
10,41,1281,11249
11,3,1281,11249
12,31,1281,11249
13,27,1281,11249
14,30,1281,11249
15,43,1281,11249
16,55,1281,11249
17,23,1281,11249
18,87,1281,11249
19,11,1281,11249
20,77,1281,11249
21,14,1281,11249
22,18,1281,11249
1,1,1284,11271
2,12,1284,11271
3,81,1284,11271
4,16,1284,11271
5,3,1284,11271
6,63,1284,11271
7,44,1284,11271
8,43,1284,11271
9,6,1284,11271
10,10,1284,11271
11,5,1284,11271
12,27,1284,11271
13,87,1284,11271
14,55,1284,11271
15,30,1284,11271
16,31,1284,11271
17,11,1284,11271
18,23,1284,11271
19,77,1284,11271
20,14,1284,11271
21,18,1284,11271
22,41,1284,11271
1,12,1284,11276
2,3,1284,11276
3,16,1284,11276
4,1,1284,11276
5,63,1284,11276
6,44,1284,11276
7,81,1284,11276
8,43,1284,11276
9,10,1284,11276
10,27,1284,11276
11,30,1284,11276
12,87,1284,11276
13,55,1284,11276
14,31,1284,11276
15,23,1284,11276
16,41,1284,11276
17,14,1284,11276
18,18,1284,11276
19,77,1284,11276
20,11,1284,11276
21,5,1284,11276
22,6,1284,11276
1,63,1285,11282
2,12,1285,11282
3,1,1285,11282
4,81,1285,11282
5,44,1285,11282
6,16,1285,11282
7,3,1285,11282
8,6,1285,11282
9,41,1285,11282
10,55,1285,11282
11,27,1285,11282
12,5,1285,11282
13,43,1285,11282
14,31,1285,11282
15,14,1285,11282
16,11,1285,11282
17,18,1285,11282
18,30,1285,11282
19,87,1285,11282
20,10,1285,11282
21,77,1285,11282
22,23,1285,11282
1,63,1285,11287
2,12,1285,11287
3,1,1285,11287
4,81,1285,11287
5,44,1285,11287
6,3,1285,11287
7,6,1285,11287
8,16,1285,11287
9,41,1285,11287
10,43,1285,11287
11,27,1285,11287
12,30,1285,11287
13,5,1285,11287
14,10,1285,11287
15,55,1285,11287
16,87,1285,11287
17,31,1285,11287
18,23,1285,11287
19,14,1285,11287
20,11,1285,11287
21,77,1285,11287
22,18,1285,11287
1,12,1286,11295
2,3,1286,11295
3,44,1286,11295
4,16,1286,11295
5,6,1286,11295
6,63,1286,11295
7,81,1286,11295
8,1,1286,11295
9,10,1286,11295
10,30,1286,11295
11,23,1286,11295
12,55,1286,11295
13,27,1286,11295
14,43,1286,11295
15,41,1286,11295
16,5,1286,11295
17,31,1286,11295
18,11,1286,11295
19,87,1286,11295
20,77,1286,11295
21,14,1286,11295
22,18,1286,11295
1,63,1287,11303
2,44,1287,11303
3,12,1287,11303
4,1,1287,11303
5,3,1287,11303
6,6,1287,11303
7,81,1287,11303
8,30,1287,11303
9,27,1287,11303
10,16,1287,11303
11,41,1287,11303
12,5,1287,11303
13,43,1287,11303
14,10,1287,11303
15,87,1287,11303
16,55,1287,11303
17,31,1287,11303
18,23,1287,11303
19,11,1287,11303
20,77,1287,11303
21,18,1287,11303
22,14,1287,11303
1,63,1288,11311
2,16,1288,11311
3,44,1288,11311
4,12,1288,11311
5,3,1288,11311
6,1,1288,11311
7,81,1288,11311
8,6,1288,11311
9,30,1288,11311
10,41,1288,11311
11,10,1288,11311
12,5,1288,11311
13,87,1288,11311
14,27,1288,11311
15,31,1288,11311
16,43,1288,11311
17,55,1288,11311
18,23,1288,11311
19,11,1288,11311
20,77,1288,11311
21,14,1288,11311
22,18,1288,11311
